index,state,year,gas_consumption (BBtu),coal_consumption (BBtu),renewable_consumption (BBtu),petroleum_consumption (BBtu),nuclear_consumption (BBtu),expenditures (M dollars),price (dollars per MBtu)
319,DC,2007,33856.0,502.0,741.0,21547.0,0.0,2371.5,24.57
320,DE,2007,49932.0,63839.0,4972.0,119810.0,0.0,3646.3,21.06
321,FL,2007,943845.0,720824.0,199921.0,1938437.0,307215.0,60500.0,21.67
322,GA,2007,455220.0,934773.0,205849.0,1052558.0,341364.0,35464.7,17.33
323,HI,2007,173.0,17107.0,16995.0,303540.0,0.0,6177.1,24.98
324,IA,2007,264166.0,465167.0,176851.0,420924.0,47398.0,14669.3,16.09
325,ID,2007,83904.0,10261.0,127411.0,162468.0,0.0,5437.1,15.91
326,IL,2007,968652.0,1091382.0,130912.0,1324077.0,1004100.0,47370.7,17.3
327,IN,2007,543800.0,1572084.0,67602.0,834645.0,0.0,28301.6,14.46
328,KS,2007,291695.0,396333.0,36181.0,402282.0,108762.0,12577.4,17.32
329,KY,2007,235876.0,1020709.0,65820.0,690076.0,0.0,19714.5,16.0
330,LA,2007,1430621.0,249800.0,151977.0,2130984.0,179127.0,43812.3,15.14
331,MA,2007,418907.0,120168.0,59616.0,647827.0,53701.0,25774.9,24.18
332,MD,2007,208439.0,327979.0,58135.0,531469.0,150551.0,21300.8,21.62
333,ME,2007,67227.0,6583.0,156513.0,233431.0,0.0,6964.6,18.83
334,MI,2007,814887.0,801178.0,140683.0,919768.0,330581.0,36088.5,17.57
335,MN,2007,395658.0,366208.0,153230.0,678958.0,137437.0,21749.6,17.12
336,MO,2007,277919.0,802879.0,62175.0,730638.0,98302.0,23240.1,17.8
337,MS,2007,374990.0,185063.0,64570.0,460954.0,98164.0,13387.8,17.35
338,MT,2007,75077.0,202480.0,119592.0,206442.0,0.0,5271.7,17.28
339,NC,2007,244475.0,827974.0,117419.0,920732.0,420029.0,32202.0,19.41
340,ND,2007,56842.0,420719.0,32353.0,139972.0,0.0,3958.3,12.75
341,NE,2007,153490.0,216872.0,64219.0,229195.0,115815.0,7956.6,16.73
342,NH,2007,64856.0,44899.0,38434.0,165020.0,112902.0,5338.4,23.25
343,NJ,2007,640236.0,111799.0,52951.0,1241757.0,335757.0,38007.3,19.67
344,NM,2007,239858.0,296067.0,32003.0,277635.0,0.0,7855.5,19.16
345,NV,2007,262547.0,82871.0,42138.0,285879.0,0.0,10538.9,21.28
346,NY,2007,1214349.0,258450.0,392381.0,1562784.0,445288.0,63250.7,21.98
347,OH,2007,835555.0,1463773.0,84298.0,1284301.0,165349.0,47612.3,17.77
348,OK,2007,677472.0,373217.0,82596.0,563473.0,0.0,17059.8,17.07
349,OR,2007,260240.0,45461.0,402132.0,374647.0,0.0,13149.4,18.21
350,PA,2007,780090.0,1491907.0,121913.0,1402752.0,811600.0,48798.9,18.34
351,RI,2007,90259.0,39.0,6398.0,87046.0,0.0,3558.0,22.96
352,SC,2007,182201.0,444046.0,97885.0,533797.0,558014.0,17708.3,17.2
353,SD,2007,54099.0,33256.0,69575.0,117482.0,0.0,3616.8,17.69
354,TN,2007,229520.0,672766.0,126960.0,773597.0,301038.0,25111.3,17.32
355,TX,2007,3626526.0,1609155.0,250482.0,5917140.0,429577.0,142017.3,17.79
356,UT,2007,231125.0,391386.0,14230.0,299418.0,0.0,8693.9,16.51
357,VA,2007,331018.0,458200.0,135794.0,958752.0,286019.0,29867.3,17.56
358,VT,2007,8874.0,34.0,19025.0,86757.0,49337.0,2723.7,22.9
359,WA,2007,279429.0,95737.0,894490.0,820408.0,85051.0,23030.5,17.71
360,WI,2007,403947.0,465083.0,142051.0,584630.0,135416.0,22363.5,17.95
361,WV,2007,124555.0,983259.0,26873.0,235366.0,0.0,7590.2,15.02
362,WY,2007,145985.0,494955.0,18963.0,169430.0,0.0,4489.6,14.95
363,US,2007,23670821.0,22747914.0,6522719.0,39383775.0,8458589.0,1233868.7,18.34
364,AK,2008,343938.0,14705.0,13126.0,278725.0,0.0,7549.4,23.91
365,AL,2008,414260.0,842826.0,237856.0,566323.0,407551.0,24410.3,19.22
366,AR,2008,238424.0,278849.0,126307.0,354937.0,148085.0,14387.8,19.96
367,AZ,2008,409966.0,458727.0,111984.0,542166.0,305726.0,22394.7,23.95
368,CA,2008,2472612.0,63050.0,680290.0,3553537.0,339506.0,134480.1,23.25
369,CO,2008,508491.0,385416.0,77341.0,486432.0,0.0,19560.4,19.81
370,CT,2008,169802.0,45188.0,36453.0,339919.0,161305.0,16223.9,29.1
371,DC,2008,32774.0,391.0,563.0,18444.0,0.0,2493.0,27.52
372,DE,2008,49749.0,60891.0,5787.0,112725.0,0.0,4129.6,24.35
373,FL,2008,970038.0,693161.0,242563.0,1717483.0,335857.0,67432.2,25.21
374,GA,2008,436093.0,885849.0,198357.0,946224.0,331235.0,40523.7,21.01
375,HI,2008,148.0,18095.0,19327.0,239055.0,0.0,6828.5,35.87
376,IA,2008,297357.0,485218.0,213180.0,423828.0,55210.0,17242.1,18.05
377,ID,2008,90550.0,8604.0,132857.0,152495.0,0.0,6097.9,18.09
378,IL,2008,1003219.0,1103163.0,160653.0,1274262.0,994526.0,54789.7,19.87
379,IN,2008,555489.0,1558078.0,99311.0,778521.0,0.0,32469.4,17.08
380,KS,2008,292523.0,371804.0,58223.0,349719.0,88812.0,13469.9,19.85
381,KY,2008,233165.0,1024816.0,71481.0,645708.0,0.0,22712.4,19.07
382,LA,2008,1369823.0,262470.0,114723.0,2193330.0,160658.0,57869.7,19.87
383,MA,2008,415247.0,106897.0,60558.0,621929.0,61339.0,29228.1,27.38
384,MD,2008,202744.0,309294.0,60163.0,507179.0,153422.0,24170.5,25.32
385,ME,2008,74494.0,5908.0,186763.0,201971.0,0.0,7599.0,20.35
386,MI,2008,797534.0,799969.0,158418.0,836361.0,329075.0,39005.0,19.53
387,MN,2008,435086.0,359359.0,179586.0,643535.0,135843.0,24656.6,19.06
388,MO,2008,298421.0,792918.0,84232.0,675205.0,98025.0,25757.2,20.36
389,MS,2008,364237.0,177166.0,50436.0,422379.0,98215.0,15499.9,21.34
390,MT,2008,77645.0,203260.0,125437.0,192417.0,0.0,6049.7,20.47
391,NC,2008,249654.0,794693.0,167201.0,883566.0,415742.0,37076.4,22.11
392,ND,2008,60480.0,424615.0,43508.0,137092.0,0.0,4677.4,14.99
393,NE,2008,172858.0,234654.0,84810.0,219571.0,99075.0,9103.0,18.65
394,NH,2008,74025.0,40241.0,43631.0,160994.0,97729.0,6041.2,26.66
395,NJ,2008,634694.0,97671.0,50637.0,1216492.0,336500.0,44711.1,23.61
396,NM,2008,252831.0,284346.0,36694.0,241949.0,0.0,8485.7,22.56
397,NV,2008,274915.0,88619.0,44483.0,259144.0,0.0,11117.3,23.67
398,NY,2008,1205137.0,228985.0,428750.0,1480358.0,451622.0,71673.5,25.29
399,OH,2008,823457.0,1438432.0,116287.0,1232449.0,183055.0,53732.5,20.36
400,OK,2008,711379.0,391688.0,87945.0,540101.0,0.0,20580.9,20.39
401,OR,2008,274659.0,41408.0,418899.0,356012.0,0.0,14780.8,20.88
402,PA,2008,778251.0,1421091.0,147224.0,1380331.0,822134.0,56585.9,21.41
403,RI,2008,91220.0,0.0,6306.0,89555.0,0.0,4124.9,26.42
404,SC,2008,175858.0,445454.0,106872.0,502602.0,541026.0,20631.3,20.56
405,SD,2008,65453.0,43098.0,82021.0,112732.0,0.0,4223.3,19.66
406,TN,2008,238441.0,643796.0,150056.0,714765.0,282514.0,29078.0,20.63
407,TX,2008,3653462.0,1605925.0,351072.0,5245208.0,425682.0,161247.2,21.71
408,UT,2008,237414.0,395878.0,17793.0,279173.0,0.0,9741.4,18.7
409,VA,2008,310647.0,415102.0,140866.0,870324.0,291932.0,34088.7,21.18
410,VT,2008,8665.0,0.0,28824.0,77454.0,51163.0,2990.1,27.01
411,WA,2008,307085.0,94601.0,898118.0,766791.0,96886.0,26365.0,20.61
412,WI,2008,415109.0,480712.0,160022.0,558483.0,127039.0,25079.5,20.14
413,WV,2008,119617.0,955628.0,33587.0,221682.0,0.0,8672.2,17.64
414,WY,2008,147129.0,500109.0,22477.0,169975.0,0.0,5456.1,17.86
415,US,2008,23836273.0,22382816.0,7174060.0,36791612.0,8426491.0,1408759.3,21.53
416,AK,2009,343971.0,14505.0,15912.0,264885.0,0.0,5487.2,18.22
417,AL,2009,466272.0,630969.0,274392.0,517082.0,415392.0,18497.3,16.55
418,AR,2009,248100.0,264083.0,130887.0,335123.0,158663.0,10567.4,15.64
419,AZ,2009,377504.0,413260.0,96257.0,497660.0,320692.0,17469.9,20.14
420,CA,2009,2391374.0,52403.0,725594.0,3405446.0,332218.0,104556.9,18.68
421,CO,2009,525999.0,350224.0,78297.0,465666.0,0.0,14673.9,15.52
422,CT,2009,188570.0,26265.0,41664.0,338792.0,174220.0,13357.5,23.65
423,DC,2009,34339.0,331.0,619.0,22477.0,0.0,2342.6,24.38
424,DE,2009,51651.0,33938.0,6637.0,85876.0,0.0,3563.7,21.23
425,FL,2009,1081725.0,581517.0,272931.0,1576612.0,304544.0,54481.6,21.32
426,GA,2009,475240.0,723449.0,220565.0,991848.0,331368.0,32128.5,16.7
427,HI,2009,167.0,17083.0,19688.0,238955.0,0.0,4804.8,25.21
428,IA,2009,283990.0,444574.0,289408.0,416419.0,48937.0,13397.1,14.31
429,ID,2009,87072.0,8443.0,136273.0,144545.0,0.0,4922.9,15.56
430,IL,2009,956553.0,1014972.0,186174.0,1196579.0,998562.0,40662.2,15.78
431,IN,2009,511289.0,1365413.0,118682.0,747721.0,0.0,24606.7,14.04
432,KS,2009,292425.0,356079.0,66668.0,346515.0,91710.0,10310.0,15.67
433,KY,2009,214261.0,937106.0,85039.0,640072.0,0.0,17505.7,15.28
434,LA,2009,1315265.0,252519.0,119238.0,2043025.0,175524.0,34713.8,12.79
435,MA,2009,408509.0,92056.0,69061.0,571126.0,56437.0,22716.6,22.08
436,MD,2009,203604.0,266860.0,66644.0,508121.0,152180.0,20138.6,21.11
437,ME,2009,73569.0,1652.0,153514.0,202702.0,0.0,5760.9,17.48
438,MI,2009,750783.0,735907.0,149749.0,803633.0,228540.0,31281.9,16.8
439,MN,2009,405516.0,328678.0,203854.0,593753.0,129623.0,18439.1,15.38
440,MO,2009,266711.0,765617.0,92068.0,644431.0,107175.0,20033.9,16.69
441,MS,2009,371245.0,141675.0,56832.0,399195.0,115033.0,11558.1,16.83
442,MT,2009,76635.0,172812.0,116455.0,182297.0,0.0,4486.6,16.14
443,NC,2009,252729.0,678673.0,179898.0,798784.0,427226.0,28801.6,18.53
444,ND,2009,51921.0,423267.0,64260.0,127743.0,0.0,3410.7,11.34
445,NE,2009,165418.0,249593.0,86963.0,216104.0,98682.0,7189.6,14.88
446,NH,2009,62049.0,32844.0,49904.0,154095.0,92214.0,4905.1,22.09
447,NJ,2009,638324.0,59563.0,66283.0,1030179.0,359036.0,33094.0,19.11
448,NM,2009,247947.0,306162.0,33261.0,226557.0,0.0,6328.2,17.86
449,NV,2009,284007.0,83812.0,54225.0,237095.0,0.0,8896.2,20.01
450,NY,2009,1166614.0,155965.0,409737.0,1385849.0,454806.0,56046.9,20.73
451,OH,2009,770759.0,1267267.0,114671.0,1124661.0,159040.0,40806.2,16.99
452,OK,2009,681062.0,373271.0,92578.0,504395.0,0.0,14994.5,15.92
453,OR,2009,254837.0,33150.0,423040.0,348602.0,0.0,12037.0,17.58
454,PA,2009,839453.0,1223937.0,165867.0,1246075.0,808770.0,43376.3,18.13
455,RI,2009,94877.0,0.0,7418.0,91589.0,0.0,3436.5,21.52
456,SC,2009,197419.0,371981.0,121866.0,512746.0,545434.0,16347.2,16.76
457,SD,2009,66317.0,37480.0,106123.0,115110.0,0.0,3406.6,15.42
458,TN,2009,223019.0,477713.0,192435.0,655512.0,281996.0,22021.9,17.14
459,TX,2009,3481133.0,1497854.0,352946.0,5058739.0,434024.0,111233.0,15.75
460,UT,2009,223646.0,364994.0,20364.0,264282.0,0.0,7424.9,15.03
461,VA,2009,330369.0,334605.0,144884.0,810586.0,295072.0,26661.1,17.56
462,VT,2009,8679.0,0.0,34193.0,84448.0,56067.0,2552.1,21.15
463,WA,2009,319739.0,84048.0,853813.0,732582.0,69385.0,20982.3,16.78
464,WI,2009,392485.0,425941.0,153699.0,518538.0,132653.0,19382.5,16.7
465,WV,2009,118643.0,742922.0,50902.0,191464.0,0.0,6834.9,15.98
466,WY,2009,147220.0,473912.0,35036.0,163336.0,0.0,3935.8,13.64
467,US,2009,23421003.0,19691342.0,7607468.0,34779630.0,8355220.0,1066528.4,17.26
468,AK,2010,334978.0,14548.0,17148.0,272455.0,0.0,6320.1,20.56
469,AL,2010,544405.0,718684.0,266139.0,521156.0,396557.0,21629.4,17.8
470,AR,2010,274774.0,293689.0,138624.0,342608.0,157017.0,12309.0,16.87
471,AZ,2010,336208.0,457909.0,100835.0,549707.0,326102.0,20320.2,22.0
472,CA,2010,2325411.0,54972.0,836280.0,3248203.0,336562.0,116275.5,21.23
473,CO,2010,505628.0,382623.0,82338.0,483122.0,0.0,17068.6,17.54
474,CT,2010,203814.0,28711.0,43526.0,331959.0,175074.0,14328.9,25.6
475,DC,2010,33717.0,71.0,1118.0,24139.0,0.0,2487.1,25.71
476,DE,2010,56086.0,30253.0,7751.0,100897.0,0.0,3841.6,22.8
477,FL,2010,1180462.0,637416.0,289743.0,1715374.0,250178.0,60734.6,22.02
478,GA,2010,540943.0,767906.0,247287.0,1052237.0,350268.0,38095.8,18.31
479,HI,2010,161.0,17117.0,18177.0,262031.0,0.0,6199.8,29.12
480,IA,2010,278751.0,493794.0,335054.0,417223.0,46518.0,14727.2,15.37
481,ID,2010,85075.0,8527.0,132245.0,161121.0,0.0,5777.9,17.18
482,IL,2010,962240.0,1069037.0,216383.0,1204917.0,1005374.0,45198.7,17.25
483,IN,2010,577423.0,1449371.0,148291.0,719848.0,0.0,27360.1,15.0
484,KS,2010,280413.0,359908.0,75257.0,348037.0,99876.0,11614.9,17.58
485,KY,2010,239057.0,1009823.0,84515.0,644203.0,0.0,20414.9,17.22
486,LA,2010,1482948.0,259750.0,134463.0,1961488.0,194818.0,40658.6,14.82
487,MA,2010,447428.0,83850.0,75267.0,587698.0,61853.0,24780.2,23.25
488,MD,2010,217625.0,266067.0,71889.0,498084.0,146265.0,21737.2,22.7
489,ME,2010,80988.0,2279.0,163927.0,189831.0,0.0,6289.8,18.72
490,MI,2010,758696.0,749285.0,160224.0,814514.0,309636.0,34657.3,18.31
491,MN,2010,427186.0,315438.0,224987.0,589241.0,140873.0,20894.0,17.04
492,MO,2010,282123.0,801625.0,100761.0,645915.0,94027.0,23035.1,18.73
493,MS,2010,444875.0,148463.0,74760.0,379283.0,100791.0,12900.2,17.94
494,MT,2010,72888.0,203339.0,117221.0,171656.0,0.0,4766.1,18.25
495,NC,2010,308710.0,749091.0,189830.0,875156.0,425810.0,34287.7,20.16
496,ND,2010,64263.0,409684.0,84009.0,148277.0,0.0,4374.5,13.23
497,NE,2010,169608.0,254552.0,133695.0,243230.0,115540.0,8788.1,16.74
498,NH,2010,62612.0,33827.0,51207.0,148187.0,114032.0,5298.1,24.16
499,NJ,2010,671005.0,71961.0,74011.0,919715.0,342526.0,35475.6,21.66
500,NM,2010,246201.0,267474.0,39926.0,226019.0,0.0,7300.9,20.09
501,NV,2010,267808.0,80228.0,56443.0,282396.0,0.0,10209.8,20.87
502,NY,2010,1224484.0,167094.0,405824.0,1485219.0,437620.0,64479.5,22.78
503,OH,2010,810593.0,1355137.0,129218.0,1091310.0,165192.0,44137.3,18.11
504,OK,2010,697351.0,346047.0,108361.0,523822.0,0.0,16989.2,17.13
505,OR,2010,242914.0,42556.0,406526.0,342072.0,0.0,12707.1,19.1
506,PA,2010,909259.0,1310670.0,190969.0,1238775.0,813462.0,48687.8,19.61
507,RI,2010,95710.0,0.0,7178.0,88739.0,0.0,3688.3,23.62
508,SC,2010,225961.0,404966.0,134412.0,506026.0,543379.0,18970.9,18.55
509,SD,2010,72926.0,39061.0,128953.0,114364.0,0.0,3887.6,17.22
510,TN,2010,263365.0,515464.0,176941.0,681223.0,289930.0,25589.3,18.66
511,TX,2010,3689581.0,1568060.0,458187.0,5394188.0,432036.0,136163.2,17.39
512,UT,2010,229078.0,356148.0,22771.0,258718.0,0.0,8405.8,17.03
513,VA,2010,385768.0,346161.0,143772.0,844391.0,277729.0,30698.7,19.13
514,VT,2010,8501.0,0.0,34817.0,81464.0,49986.0,2795.8,23.67
515,WA,2010,294871.0,94934.0,839885.0,691874.0,96588.0,22299.5,18.42
516,WI,2010,376627.0,458442.0,186264.0,528503.0,138812.0,21680.1,18.46
517,WV,2010,121780.0,848129.0,52218.0,203955.0,0.0,8182.2,17.43
518,WY,2010,154759.0,484239.0,45955.0,166451.0,0.0,4599.5,15.37
519,US,2010,24568039.0,20828382.0,8265583.0,35321018.0,8434433.0,1214277.5,18.92
520,AK,2011,339819.0,15481.0,16702.0,268848.0,0.0,7829.0,25.22
521,AL,2011,609288.0,651032.0,279972.0,521337.0,411822.0,24444.2,20.06
522,AR,2011,288906.0,306119.0,135133.0,337961.0,148531.0,14194.2,19.59
523,AZ,2011,293134.0,459909.0,129110.0,552991.0,327292.0,23656.7,25.23
524,CA,2011,2196252.0,55264.0,953565.0,3174345.0,383644.0,133412.9,24.55
525,CO,2011,477208.0,368871.0,107753.0,463660.0,0.0,19453.3,21.32
526,CT,2011,236016.0,6081.0,43360.0,317397.0,166669.0,15619.4,28.16
527,DC,2011,33389.0,48.0,1296.0,22226.0,0.0,2443.3,26.61
528,DE,2011,81710.0,17881.0,7844.0,114686.0,0.0,4279.0,25.1
529,FL,2011,1235953.0,552730.0,288638.0,1610356.0,230369.0,68671.7,25.46
530,GA,2011,531596.0,634756.0,246831.0,1016118.0,338052.0,43577.6,21.62
531,HI,2011,158.0,16080.0,20402.0,266019.0,0.0,8067.9,37.15
532,IA,2011,277576.0,463138.0,353478.0,415548.0,54572.0,16995.8,17.8
533,ID,2011,83947.0,7846.0,177760.0,157999.0,0.0,6709.9,19.72
534,IL,2011,986310.0,1052224.0,233916.0,1182982.0,1002694.0,50813.4,19.4
535,IN,2011,635117.0,1333442.0,156049.0,710963.0,0.0,32160.5,17.82
536,KS,2011,285318.0,346521.0,81476.0,328517.0,76585.0,13203.6,20.36
537,KY,2011,229048.0,1010623.0,90457.0,630806.0,0.0,23866.3,20.62
538,LA,2011,1535704.0,269993.0,135127.0,1949628.0,173859.0,47663.9,17.49
539,MA,2011,464018.0,42963.0,77232.0,574191.0,53212.0,27798.4,26.14
540,MD,2011,199132.0,241190.0,80305.0,480594.0,150655.0,23551.0,25.42
541,ME,2011,75061.0,1542.0,166773.0,188435.0,0.0,7396.4,21.87
542,MI,2011,787337.0,691150.0,176632.0,796407.0,344155.0,39718.4,20.73
543,MN,2011,424958.0,315604.0,241621.0,580208.0,125134.0,24229.7,19.84
544,MO,2011,275308.0,825650.0,96371.0,623832.0,98062.0,26512.2,22.26
545,MS,2011,437873.0,107546.0,75576.0,369063.0,108164.0,14547.9,20.73
546,MT,2011,79470.0,165687.0,143494.0,177760.0,0.0,5749.1,21.79
547,NC,2011,311189.0,624783.0,188541.0,830733.0,424073.0,37825.0,23.29
548,ND,2011,72247.0,394771.0,102733.0,184822.0,0.0,6399.3,17.13
549,NE,2011,173657.0,285384.0,144549.0,231425.0,72549.0,10040.9,19.33
550,NH,2011,72778.0,24489.0,52027.0,147637.0,87508.0,6166.4,27.72
551,NJ,2011,677521.0,49592.0,74190.0,931578.0,351658.0,39814.7,24.33
552,NM,2011,251838.0,284737.0,43298.0,232633.0,0.0,8906.6,23.81
553,NV,2011,255970.0,62701.0,58036.0,267077.0,0.0,11085.8,23.35
554,NY,2011,1247757.0,125181.0,438840.0,1387352.0,446761.0,69658.9,25.3
555,OH,2011,848771.0,1222606.0,138111.0,1067554.0,155806.0,49386.1,20.43
556,OK,2011,676910.0,378320.0,114750.0,507576.0,0.0,19383.7,19.73
557,OR,2011,203607.0,35135.0,526732.0,331023.0,0.0,14791.9,22.12
558,PA,2011,1000507.0,1212984.0,215431.0,1208894.0,796798.0,55660.6,22.72
559,RI,2011,102465.0,0.0,6901.0,82254.0,0.0,3901.8,26.18
560,SC,2011,235465.0,366160.0,135879.0,485250.0,553573.0,21439.0,21.4
561,SD,2011,73973.0,32112.0,154349.0,112687.0,0.0,4613.5,20.45
562,TN,2011,267929.0,481127.0,191304.0,673366.0,281682.0,29718.9,22.05
563,TX,2011,3800578.0,1695239.0,524901.0,5393262.0,414881.0,162238.0,20.49
564,UT,2011,230672.0,346181.0,31282.0,276715.0,0.0,10545.2,20.29
565,VA,2011,383436.0,288348.0,136050.0,795625.0,267334.0,34392.7,22.3
566,VT,2011,8677.0,0.0,33019.0,79938.0,51351.0,3252.2,27.92
567,WA,2011,272261.0,56951.0,1080055.0,694946.0,50293.0,26723.0,21.48
568,WI,2011,399247.0,447370.0,186444.0,516508.0,120962.0,24669.1,20.91
569,WV,2011,124935.0,822645.0,53542.0,199665.0,0.0,9368.9,20.53
570,WY,2011,161776.0,467671.0,61810.0,168323.0,0.0,5577.8,18.2
571,US,2011,24953771.0,19663856.0,9209646.0,34639718.0,8268698.0,1392467.9,21.87
572,AK,2012,347228.0,15521.0,17831.0,250063.0,0.0,7577.2,25.58
573,AL,2012,677380.0,547004.0,265964.0,513993.0,427975.0,24117.9,19.86
574,AR,2012,300572.0,296732.0,125377.0,321213.0,162353.0,13724.9,19.84
575,AZ,2012,339043.0,420570.0,114315.0,538460.0,334636.0,23910.3,26.03
576,CA,2012,2456371.0,43832.0,818490.0,3079327.0,193939.0,134569.5,25.17
577,CO,2012,456471.0,370085.0,108351.0,458509.0,0.0,19424.3,21.84
578,CT,2012,236260.0,9290.0,38975.0,300595.0,178959.0,15196.5,28.63
579,DC,2012,29389.0,77.0,1077.0,19354.0,0.0,2208.0,25.43
580,DE,2012,104421.0,17384.0,7116.0,108981.0,0.0,4248.7,24.63
581,FL,2012,1348390.0,482984.0,287354.0,1549928.0,187259.0,67903.9,25.56
582,GA,2012,624338.0,435546.0,237974.0,956122.0,355674.0,41659.0,21.83
583,HI,2012,187.0,16572.0,21430.0,259024.0,0.0,8289.5,38.6
584,IA,2012,266283.0,422595.0,370566.0,392006.0,45552.0,16020.3,17.68
585,ID,2012,90339.0,5186.0,156600.0,153915.0,0.0,6796.0,20.28
586,IL,2012,939024.0,969294.0,242375.0,1140419.0,1010189.0,47680.2,19.19
587,IN,2012,654528.0,1193465.0,144690.0,683759.0,0.0,31977.9,18.14
588,KS,2012,268086.0,307585.0,90046.0,329269.0,86818.0,13106.6,20.98
589,KY,2012,232701.0,909705.0,80329.0,619187.0,0.0,22986.0,20.65
590,LA,2012,1585876.0,238811.0,130783.0,1806173.0,164092.0,39711.8,15.12
591,MA,2012,430920.0,24036.0,73171.0,536809.0,61402.0,26812.4,26.85
592,MD,2012,216558.0,192334.0,71341.0,470103.0,142297.0,22970.8,25.63
593,ME,2012,70451.0,1299.0,162608.0,170117.0,0.0,7086.6,21.88
594,MI,2012,804084.0,621633.0,179593.0,778608.0,293619.0,39184.0,21.33
595,MN,2012,430277.0,257875.0,246583.0,585141.0,125159.0,24004.4,20.07
596,MO,2012,258945.0,768297.0,84689.0,599722.0,112317.0,25775.7,22.6
597,MS,2012,499946.0,82456.0,88539.0,373429.0,76456.0,14529.5,20.56
598,MT,2012,75234.0,157308.0,127819.0,173248.0,0.0,5621.8,22.0
599,NC,2012,367948.0,534713.0,186574.0,802771.0,412722.0,37440.4,23.72
600,ND,2012,71873.0,406344.0,99508.0,199212.0,0.0,6966.4,17.98
601,NE,2012,161770.0,272587.0,132976.0,233031.0,60795.0,10170.8,19.9
602,NH,2012,74336.0,14191.0,50256.0,138269.0,85814.0,5986.5,28.38
603,NJ,2012,670827.0,25589.0,76886.0,884720.0,346962.0,37651.4,24.4
604,NM,2012,249815.0,263439.0,45164.0,233394.0,0.0,8994.9,24.19
605,NV,2012,281432.0,52850.0,63674.0,261495.0,0.0,11223.8,23.72
606,NY,2012,1260950.0,72914.0,399747.0,1341448.0,427277.0,67387.0,25.39
607,OH,2012,869556.0,1019140.0,143509.0,1045080.0,179055.0,48072.0,20.49
608,OK,2012,712411.0,327089.0,135556.0,522769.0,0.0,19605.4,20.19
609,OR,2012,220578.0,28259.0,507768.0,323741.0,0.0,14892.2,22.58
610,PA,2012,1079495.0,1093178.0,203830.0,1157559.0,787753.0,54045.0,22.76
611,RI,2012,98435.0,0.0,6003.0,78856.0,0.0,3828.2,26.58
612,SC,2012,250481.0,298572.0,138964.0,468285.0,535952.0,21123.7,21.83
613,SD,2012,71501.0,35574.0,140762.0,116746.0,0.0,4768.5,21.03
614,TN,2012,281007.0,423086.0,181037.0,646741.0,263045.0,28637.0,22.26
615,TX,2012,3964124.0,1498818.0,533395.0,5504726.0,402823.0,152502.0,19.16
616,UT,2012,232630.0,322055.0,28026.0,269396.0,0.0,10614.0,21.15
617,VA,2012,424000.0,222270.0,134372.0,796113.0,300992.0,34741.6,22.73
618,VT,2012,8287.0,0.0,28836.0,75387.0,52283.0,3212.9,29.07
619,WA,2012,271947.0,42656.0,1036980.0,697816.0,97808.0,26878.0,21.77
620,WI,2012,410305.0,373281.0,178205.0,501822.0,149845.0,24202.0,21.34
621,WV,2012,140133.0,756716.0,51398.0,194403.0,0.0,9173.2,21.19
622,WY,2012,158546.0,490128.0,55484.0,172121.0,0.0,5789.2,18.68
623,US,2012,26075691.0,17380923.0,8852895.0,33833375.0,8061822.0,1355174.7,21.84
624,AK,2013,332631.0,14819.0,18931.0,230765.0,0.0,6957.4,25.11
625,AL,2013,625869.0,565051.0,336863.0,492294.0,426488.0,23972.2,18.89
626,AR,2013,288045.0,327099.0,132370.0,321254.0,124816.0,14004.7,19.3
627,AZ,2013,340375.0,454865.0,119753.0,543380.0,328423.0,23907.4,25.7
628,CA,2013,2480792.0,38151.0,897358.0,3096230.0,187162.0,135749.7,25.15
629,CO,2013,480875.0,363532.0,122946.0,464287.0,0.0,19887.4,21.18
630,CT,2013,240102.0,7679.0,42952.0,307661.0,178465.0,15331.2,27.79
631,DC,2013,33725.0,4.0,1179.0,18790.0,0.0,2218.3,24.71
632,DE,2013,100682.0,18254.0,7619.0,101393.0,0.0,3975.1,24.05
633,FL,2013,1245287.0,505155.0,301827.0,1588920.0,277169.0,67935.3,25.11
634,GA,2013,634635.0,426184.0,284011.0,975666.0,343801.0,42706.8,21.46
635,HI,2013,197.0,15306.0,25989.0,260346.0,0.0,8214.8,37.07
636,IA,2013,306419.0,402402.0,389728.0,415110.0,55597.0,16792.6,17.22
637,ID,2013,107089.0,7965.0,140544.0,157372.0,0.0,7068.8,20.24
638,IL,2013,1063511.0,1026925.0,268752.0,1169110.0,1014926.0,48730.1,18.37
639,IN,2013,680051.0,1198611.0,157896.0,721544.0,0.0,33172.4,17.97
640,KS,2013,288274.0,326817.0,132989.0,338696.0,74902.0,13785.4,21.15
641,KY,2013,235703.0,914774.0,96473.0,582930.0,0.0,22728.8,20.8
642,LA,2013,1504969.0,228055.0,151598.0,1762715.0,177156.0,39313.3,15.27
643,MA,2013,435312.0,42208.0,82560.0,564699.0,45251.0,28062.5,26.49
644,MD,2013,206126.0,183191.0,78496.0,478356.0,149048.0,23324.0,25.35
645,ME,2013,65886.0,1657.0,168347.0,182365.0,0.0,7432.1,21.71
646,MI,2013,831741.0,658172.0,208916.0,831484.0,302194.0,40772.0,20.31
647,MN,2013,478611.0,267695.0,245622.0,600937.0,111885.0,25168.8,19.74
648,MO,2013,281399.0,806549.0,97726.0,601720.0,87428.0,26500.5,22.31
